"","self_concept","Intrinsic","Achievement_AV","Personal_AV","School_UV","Daily_life_UV","Social_UV","Job_UV","Future_life_UV","Low_effort_cost","Low_emotion_cost","Low_opportunity_cost","Attainment","Utility","Cost","none"
"1",1.68582974022024,2.34093275496777,1.66231704529329,2.02543777800404,0.992430788794641,1.78947037105354,0.970180587730028,0.984554541320562,2.4160516861472,-1.98817180266962,-1.43845382088372,-1.44872253521081,2.0963869637098,2.17706619152856,-1.59280734852209,1.04605117979925
"2",-1.27805175823498,-0.376437480245592,0.0832025215579543,-0.0206869225237181,-0.473839633907255,-1.75849606093302,-0.872801867028501,0.136797206328297,-0.876620523292346,1.12794435831564,1.29709388816189,1.23001442301111,-0.190752327328549,-1.35342327876395,1.18029226563296,0.532820076601865
"3",-1.85389159222056,-1.41496917815787,-1.22203703538245,-1.77719470771942,-1.03454986736417,-1.70921874937765,-1.57789593729326,-1.54523041514499,-2.42521496687848,0.784125174395332,1.11379199737973,-0.601884724773573,-1.64878001740419,-2.11912146399738,0.844114493456406,0.00391779468089607
"4",0.528938852032008,0.262658949238886,0.563350406381982,-0.338513277660842,-0.165843871867539,-0.805332063133458,0.00721323857048348,-0.878584874446529,-1.10417532811911,-0.792278989033758,-0.725440533858205,1.06379625773934,-0.500488779624412,-0.583586184421154,-0.609230460494623,-0.105780456384194
"5",-1.12432076183158,-1.1619935081536,-1.44044365447208,-1.26942479122816,-1.16090710307278,-0.513891963363133,1.64461839407023,-0.460486370598071,-0.76207951415136,1.39566127227731,1.9883594932302,1.29125269442703,-1.10485258898219,-0.836059640092718,2.21525003587081,-2.29582768300509
"6",-0.713937169737784,-0.0302602476081666,-1.18390254633506,-0.95347906541137,0.155314102225156,-1.02215223397708,0.80968602953677,-1.55293730000856,-0.560487338063225,0.814022494736228,0.54835226649239,-0.0402422926447447,-0.77056385693117,-0.794670548999019,0.676759619971136,-0.617052662241131
"7",0.6136211805593,0.515634619243159,0.734955607095263,0.0677026555321683,1.06877161870192,1.37694887717574,1.96019758152889,1.54715713636088,0.554378484242372,0.596587437711526,0.632236182613039,-0.740108251683784,-0.203972785658251,1.24167273281097,0.550509452254178,-0.340848137237958
"8",-0.349151754543296,-0.0726245942595998,-0.104003151947443,0.985449763857117,1.69266047001314,0.464614651807765,0.281316304248856,0.134870485112406,0.832331333091165,0.809945587417015,0.259418777632377,0.230955766482883,0.763009309314198,0.947810186045705,0.496192519631766,1.35555695959004
"9",0.435136888124854,-0.267500588856193,-0.481881270689819,-0.682668443282697,0.434352997748318,-0.712409132771906,0.295742781389823,-1.01345535955894,-0.765133941061787,-0.646869294648488,-1.18524866666769,-0.568641091719219,-0.783784315260871,-0.836059640092718,-0.689971846825236,0.0509313308516489
"10",0.100315989178484,0.191244764883613,0.0988029943500707,0.0394932157270982,-1.62684940974824,-0.0732120057394053,-0.991820303441478,-0.466266534245746,-0.184792828080791,-0.282665574132113,-0.430293421581847,-0.563392097026426,0.088765934499424,0.0165556364374796,-0.199651428017515,-0.472094259047976
"11",0.244927350202014,0.837603653794051,-0.688154188718913,0.00564188796101403,-0.315893089271504,-0.542050427109059,1.18657774484453,-1.05006306266087,-0.384857790713713,-0.342460214813906,-0.250098342507861,-0.864334459413213,0.0509931964145627,-0.302140364984002,-0.387558654386941,-0.111657148405538
"12",-0.0898935487443561,0.341335593020119,0.433346466447678,0.126002164462647,0.452780094622489,1.05875823684678,0.0378695024950383,-0.400758012905434,0.901055938575756,0.49874166205041,-0.105631598077854,-0.437416224399399,0.00377727380848613,1.27064509657656,0.246628234609872,0.354560418621094
"13",-0.789499862885214,-0.231188291726393,0.89789387847959,0.364842088145574,1.1424800061986,-0.529379118423392,-0.0378695024950383,0.348736540076364,0.685718841390703,0.419921453878956,0.74718821581541,0.461911532965766,0.243634160647355,0.161417455265426,0.532893149782044,0.374149392025574
"14",1.05136367879269,0.829130784463764,0.793890726532147,0.49084425260822,-0.592299542384069,-0.511076116988541,-0.0919687917736643,-0.525994891938383,-0.284061702669645,-0.917304146822962,-1.38408461599071,-0.953567369190691,0.553370612943217,0.0331112728749591,-1.60601957537619,0.705203042561292
"15",-0.332215288837838,0.0932015626331531,-1.40577593715627,-0.848163823472442,-0.0526488482119173,-0.350572873636768,-0.400334740661833,-1.30439026315855,-0.748334593054442,-0.245973408259194,0.102524786369682,0.157469840783784,-1.03686166042944,-0.562891638874305,0.170290923897292,-2.25273194151524
"16",-2.00371417346115,-0.548315686659978,-0.535616232529331,-0.556666278820051,-0.89766286201319,-1.13056231939889,-0.0667224567769722,-1.01538208077483,-0.503980440220338,0.403613824602103,1.05631598077854,0.920323736136336,-0.562813797464433,-0.517363638671236,0.81034991371815,0.180218555321219
"17",-0.519819216652146,-0.221505012491779,-0.0502681901079307,0.0808670607745344,1.10299337003967,0.687066515400573,0.786243004182699,1.39494616030545,0.931600207680019,0.122307219576395,0.431846827435933,-0.596635730080781,0.0849886606909378,0.831920730983348,0.543169326224122,-0.401573954791847
"18",0.0286617111938526,0.853338982550298,0.948162068587521,1.00237542774016,0.697597238807904,-0.0718040825521091,-0.537386273501019,-0.285154739951944,-0.317660398684334,-0.23238371719515,-0.0264078995194636,-0.860835129618018,0.961316184259719,-0.314557092312112,-0.877879073194662,0.374149392025574
"19",-1.64413997848373,-0.817026685420498,0.119603624739559,0.351677682903208,-1.62158452492705,-0.197109246221476,1.55264960229657,-0.217719497395741,-1.09959368775347,0.911868270397344,1.30486091743232,0.099730899163063,0.186975053520063,-1.00575491357688,1.15827188754279,-0.632723840964715
"20",0.128977700372337,0.564051015416225,0.731488835363681,0.458873554162474,1.25041014503304,0.577248506791465,0.679847735268068,-0.938313232139166,0.745280166144016,-0.0774612390650501,0.113398627348285,0.234455096278078,0.319179636817078,0.836059640092718,0.0234884032961783,0.0763969962774733
"21",0.489854700404027,0.779503978386371,0.637885998610983,1.42175576617553,0.415925900874146,0.532194964797985,0.939524323805473,0.649305049755439,1.7303328447565,-0.979816725717563,-0.778256332897132,-0.535397458664865,1.54301635076658,1.34100655143584,-0.603358359670579,1.32813239682377
"22",-0.971892570482458,0.128303449858626,1.15096821488503,0.594278865226811,1.01349032807941,-0.0154871550602588,1.82494935833232,0.572236201119779,0.426092554004468,0.479716094560749,-0.00932043512451655,0.197712133428529,0.547704702230488,0.811226185436498,-0.0455087813863454,-0.135163916490914
"23",1.56727448028203,0.472059862687399,1.5115124749695,1.59665429296697,1.15564221825158,0.525155348861504,0.710503999192623,0.626184395164741,1.2309340449018,-1.60766045287639,-0.781363144605304,-1.49771315234354,1.67144366025511,1.26236727835782,-0.704652098885348,1.60041912714604
"24",1.19336942970768,2.13516307123223,1.88939059371188,2.66109048827828,2.05856996508597,1.49521442490862,3.37038572205841,1.48935549988414,1.35616554822927,-0.922740023248579,-1.27845301791285,-1.18802246546877,2.78007352304579,1.37825673342017,-1.27718192922969,1.90796600959638
"25",-1.0161879423275,-0.430905925940292,0.00520015759737214,-1.19984150637565,-2.40868480569522,-1.10521970202756,-0.647388161700892,-2.02305727668609,-1.04155957645537,0.892842702907683,1.29864729401597,1.40148158297568,-1.32582310677863,-1.63073018909174,1.13771953465863,-0.276204525003173
"26",-2.01804502905808,-0.0798870536855598,-0.53388284666354,-0.645055856875937,0.873970880317827,-1.26149917581745,0.719520547405727,0.352589982508147,-0.569650618794504,0.447100836007044,0.705246257755085,0.437416224399399,-0.740345666463281,-0.703614548592881,0.675291594765125,-0.182177452661667
"27",0.857245725707047,-0.00121040990432666,0.767889938545286,1.22617031686038,0.326422858913887,-0.799700370384273,-0.744766882402419,0.949873559434515,-0.905637578941396,0.144050725278865,-0.0248544936653775,-0.325437670953153,1.20306170800283,-0.177973091702905,-0.177631049927348,1.37318703565407
"28",-0.616226790667832,-0.735929221830611,1.63978302903802,1.04562990210793,0.858176225854252,0.818003371819125,0.391318192448729,1.14061895980777,1.80974794442758,1.31955900231866,1.21476337789532,1.60794204089219,1.21628216633253,1.56864655245119,1.21699289578324,1.19296848033285
"29",-0.149822581240593,0.709300203935425,-0.0537349618395121,0.148569716306703,0.802894935231738,1.33330325836955,1.80871957154873,0.206159170100392,0.907164792396609,0.505536507582432,-0.327768635212165,0.0752355905966967,0.156756863052174,0.786392730780279,-0.160014747455214,-0.701285247880396
"30",1.01879355243604,0.522897078669118,0.70375466151103,0.325348872418475,-0.431720555337722,1.03763938903734,1.31641603911323,-0.0655085213403114,0.294752196856137,-0.737920224777582,-0.525051178681099,-0.402422926447447,0.457050130826821,0.571169457093045,-0.659143317499002,0.133205019150466
"31",-0.923688783474615,0.0605204952163332,-0.447213553374004,-0.483321735326868,0.889765534781402,0.0802516216758866,-0.308365948888169,0.558749152608538,0.555905697697585,1.43235343815022,0.167767832241298,-0.330686665645946,-0.472159226060766,0.600141820858634,0.640058989820857,0.174341863299875
